VIN,Machines,Date,Time,Production Date,Measurement Type,Measurement,High Spec,Low Spec,Styles,Problem,Description,Result,Status,Model,Model Year,I_PRODCT_TAG,Vacuum Decay,Vacuum,Leak Chk,Stabilize,Stroke 2,Stroke 1,Pick-Up
1C6SRFHT4LN293061,S2    ,2/6/2020,12:18 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608752,0.05,15.29,0.014,0.03,4.369,2.938,1.079
1C6SRFHT4LN293853,S2    ,2/9/2020,1:10 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26693135,0.05,15.36,0.015,0.03,4.569,3.092,0.844
1C6SRFHT4LN294081,S2    ,2/5/2020,11:08 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42610048,0.04,15.26,0.014,0.026,4.448,2.885,0.916
1C6SRFHT4LN294419,S2    ,2/7/2020,12:43 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42639286,0.05,15.26,0.014,0.028,4.532,3.045,1.014
1C6SRFHT4LN299135,S2    ,2/8/2020,8:11 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42630178,0.05,15.51,0.02,0.037,4.406,2.895,0.956
1C6SRFHT5LN275927,S2    ,2/6/2020,4:53 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42633321,0.05,15.16,0.018,0.029,4.415,2.945,0.827
1C6SRFHT5LN282571,S2    ,2/4/2020,12:04 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42459891,0.04,15.2,0.015,0.029,4.686,3.124,0.816
1C6SRFHT5LN282666,S2    ,2/3/2020,11:55 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42458273,0.04,15.24,0.016,0.031,4.647,3.055,0.92
1C6SRFHT5LN283798,S2    ,2/5/2020,8:37 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608059,0.05,15.3,0.014,0.027,4.49,2.932,0.983
1C6SRFHT5LN283946,S2    ,2/4/2020,10:28 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42596569,0.05,15.33,0.015,0.029,4.8,3.169,0.837
1C6SRFHT5LN285454,S2    ,2/6/2020,8:13 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42614511,0.05,15.36,0.017,0.031,4.432,2.89,0.987
1C6SRFHT5LN285552,S2    ,2/4/2020,2:33 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42586230,0.04,15.28,0.014,0.026,4.553,3.051,0.908
1C6SRFHT5LN286989,S2    ,2/5/2020,1:55 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42598011,0.05,15.39,0.014,0.028,4.559,2.956,0.77
1C6SRFHT5LN287074,S2    ,2/3/2020,9:17 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42459651,0.04,15.17,0.017,0.031,4.514,2.99,0.819
1C6SRFHT5LN287382,S2    ,2/3/2020,7:07 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42458547,0.05,15.27,0.014,0.027,4.566,3.044,0.947
1C6SRFHT5LN287611,S2    ,2/6/2020,6:37 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42613463,0.04,15.38,0.015,0.027,4.439,2.974,0.803
1C6SRFHT5LN287740,S2    ,2/6/2020,6:32 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42613265,0.04,15.4,0.014,0.026,4.474,2.976,0.891
1C6SRFHT5LN288273,S2    ,2/5/2020,8:40 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42602755,0.05,15.48,0.015,0.029,4.531,2.995,0.925
1C6SRFHT5LN288435,S2    ,2/4/2020,10:21 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597039,0.04,15.36,0.015,0.029,4.519,2.917,0.793
1C6SRFHT5LN292985,S2    ,2/5/2020,5:11 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42600676,0.04,15.44,0.014,0.027,4.596,3.06,0.969
1C6SRFHT6LN262877,S2    ,2/6/2020,1:24 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42612937,0.05,15.09,0.016,0.03,4.409,2.915,0.893
1C6SRFHT6LN272728,S2    ,2/5/2020,1:25 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42598110,0.04,15.43,0.015,0.028,4.505,2.863,0.915
1C6SRFHT6LN283695,S2    ,2/4/2020,11:54 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597708,0.04,15.51,0.014,0.027,4.437,2.842,1.018
1C6SRFHT6LN283793,S2    ,2/6/2020,7:23 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42611442,0.04,15.34,0.014,0.027,4.613,3.017,0.934
1C6SRFHT6LN284930,S2    ,2/5/2020,1:16 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585018,0.05,15.45,0.014,0.028,4.483,2.848,0.89
1C6SRFHT6LN285558,S2    ,2/5/2020,1:56 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42602375,0.04,15.41,0.014,0.027,4.496,2.896,0.969
1C6SRFHT6LN286113,S2    ,2/6/2020,2:07 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608877,0.04,15.13,0.015,0.029,4.404,2.927,0.847
1C6SRFHT6LN286807,S2    ,2/4/2020,10:02 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42588749,0.05,15.49,0.014,0.027,4.43,2.914,1.054
1C6SRFHT6LN287326,S2    ,2/4/2020,8:05 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42595223,0.05,15.39,0.015,0.028,4.647,3.062,0.909
1C6SRFHT6LN287410,S2    ,2/3/2020,9:24 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42459248,0.05,15.2,0.018,0.031,4.639,3.069,0.918
1C6SRFHT6LN291151,S2    ,2/5/2020,8:54 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608620,0.06,15.4,0.014,0.027,4.544,3.02,0.999
1C6SRFHT6LN291246,S2    ,2/10/2020,7:20 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IX,DT6M98,2020,26693895,0.05,15.53,0.014,0.026,4.522,2.863,1.097
1C6SRFHT6LN291716,S2    ,2/8/2020,11:53 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26691840,0.04,15.54,0.014,0.029,4.499,2.83,1.04
1C6SRFHT6LN292252,S2    ,2/5/2020,6:31 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42599134,0.06,15.53,0.014,0.028,4.595,3.083,1.084
1C6SRFHT6LN292834,S2    ,2/9/2020,12:58 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26690776,0.04,15.37,0.016,0.031,4.423,2.914,0.929
1C6SRFHT6LN294311,S2    ,2/7/2020,5:52 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42639518,0.04,15.1,0.013,0.026,4.427,2.976,0.869
1C6SRFHT6LN294406,S2    ,2/7/2020,12:18 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640003,0.05,15.12,0.016,0.028,4.468,2.948,0.912
1C6SRFHT6LN298780,S2    ,2/7/2020,2:27 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640441,0.04,15.13,0.016,0.028,4.521,3.045,0.892
1C6SRFHT6LN301189,S2    ,2/8/2020,10:39 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26689851,0.04,15.44,0.018,0.054,4.572,2.783,0.787
1C6SRFHT7LN239219,S2    ,2/4/2020,1:44 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42459875,0.04,15.35,0.015,0.026,4.488,2.941,0.873
1C6SRFHT7LN275847,S2    ,2/6/2020,2:51 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42633438,0.04,15.16,0.017,0.03,4.386,2.912,0.911
1C6SRFHT7LN275928,S2    ,2/7/2020,6:26 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42641696,0.04,15.23,0.013,0.026,4.439,2.898,1.03
1C6SRFHT7LN282345,S2    ,2/5/2020,7:43 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42601872,0.05,15.48,0.015,0.03,4.491,2.881,1.006
1C6SRFHT7LN283009,S2    ,2/5/2020,10:29 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608406,0.05,15.29,0.016,0.03,4.58,3.105,1.038
1C6SRFHT7LN283799,S2    ,2/4/2020,10:33 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597153,0.05,15.4,0.014,0.028,4.503,2.89,0.875
1C6SRFHT7LN284225,S2    ,2/6/2020,1:12 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42612598,0.04,15.15,0.015,0.029,4.64,3.15,0.967
1C6SRFHT7LN284631,S2    ,2/3/2020,7:22 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42457598,0.05,15.24,0.018,0.032,4.691,3.088,0.938
1C6SRFHT7LN285407,S2    ,2/5/2020,10:22 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608596,0.04,15.29,0.015,0.028,4.502,2.879,0.974
1C6SRFHT7LN286122,S2    ,2/5/2020,12:27 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42598409,0.03,15.41,0.013,0.028,4.547,2.908,0.87
1C6SRFHT7LN287190,S2    ,2/4/2020,11:00 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42596940,0.03,15.33,0.013,0.027,4.663,3.023,0.78
1C6SRFHT7LN288498,S2    ,2/3/2020,11:08 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42459826,0.04,15.21,0.016,0.03,4.583,3.006,0.9
1C6SRFHT7LN288503,S2    ,2/8/2020,6:54 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42630426,0.04,15.41,0.014,0.028,4.519,2.99,0.829
1C6SRFHT7LN288517,S2    ,2/9/2020,12:33 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26690917,0.05,15.43,0.015,0.031,4.347,2.803,1.01
1C6SRFHT7LN290025,S2    ,2/5/2020,5:09 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42600643,0.05,15.37,0.014,0.027,4.615,3.03,0.872
1C6SRFHT7LN293135,S2    ,2/10/2020,5:44 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IX,DT6M98,2020,26691444,0.04,15.42,0.014,0.027,4.455,2.96,0.817
1C6SRFHT7LN293457,S2    ,2/9/2020,2:34 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26692004,0.04,15.57,0.014,0.028,4.501,2.938,1.042
1C6SRFHT7LN294401,S2    ,2/7/2020,12:54 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IE,DT6M98,2020,42615690,0.05,15.24,0.015,0.028,4.57,3.082,0.961
1C6SRFHT8LN274836,S2    ,2/6/2020,7:59 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42610642,0.04,15.35,0.014,0.027,4.506,3.004,1.009
1C6SRFHT8LN275873,S2    ,2/7/2020,10:21 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42643593,0.04,15.18,0.015,0.028,4.473,3.068,0.898
1C6SRFHT8LN283794,S2    ,2/6/2020,9:38 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42611160,0.04,15.33,0.016,0.029,4.412,2.932,1.02
1C6SRFHT8LN284282,S2    ,2/6/2020,5:56 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42611624,0.05,15.34,0.014,0.028,4.324,2.933,0.921
1C6SRFHT8LN284959,S2    ,2/9/2020,1:25 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26692566,0.05,15.4,0.015,0.03,4.412,2.953,0.886
1C6SRFHT8LN286050,S2    ,2/4/2020,7:25 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42587311,0.03,15.42,0.016,0.029,4.621,3.014,1.04
1C6SRFHT8LN287411,S2    ,2/4/2020,2:38 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585471,0.04,15.23,0.014,0.026,4.482,2.96,0.8
1C6SRFHT8LN287599,S2    ,2/4/2020,9:00 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42596106,0.05,15.37,0.014,0.026,4.624,3.087,0.814
1C6SRFHT8LN287747,S2    ,2/4/2020,9:18 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42596726,0.05,15.55,0.015,0.029,4.403,2.841,0.985
1C6SRFHT8LN287800,S2    ,2/3/2020,8:13 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42458398,0.04,15.2,0.016,0.028,4.526,3.004,0.846
1C6SRFHT8LN288266,S2    ,2/4/2020,9:52 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42589994,0.04,15.25,0.014,0.027,4.623,3.042,0.831
1C6SRFHT8LN288400,S2    ,2/10/2020,8:15 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,G5,DT6M98,2020,26694471,0.05,15.57,0.015,0.028,4.649,2.931,1.138
1C6SRFHT8LN289806,S2    ,2/5/2020,7:19 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42601674,0.05,15.46,0.014,0.028,4.691,3.095,1.062
1C6SRFHT8LN290843,S2    ,2/4/2020,10:32 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42590802,0.04,15.35,0.015,0.029,4.544,2.948,0.944
1C6SRFHT8LN291619,S2    ,2/4/2020,11:10 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597484,0.06,15.4,0.014,0.028,4.554,3.003,0.911
1C6SRFHT8LN292432,S2    ,2/4/2020,2:21 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585596,0.05,15.3,0.014,0.027,4.461,2.937,0.949
1C6SRFHT8LN292916,S2    ,2/5/2020,2:55 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42599779,0.04,15.32,0.014,0.027,4.624,3.035,0.794
1C6SRFHT8LN293063,S2    ,2/6/2020,2:27 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42601856,0.04,15.05,0.015,0.028,4.456,3.005,0.903
1C6SRFHT8LN293502,S2    ,2/9/2020,12:14 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,IW,DT6M98,2020,26691626,0.05,15.43,0.016,0.032,4.598,3.056,1.072
1C6SRFHT8LN294410,S2    ,2/7/2020,2:00 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640383,0.03,15.15,0.016,0.03,4.381,2.931,1.059
1C6SRFHT8LN294505,S2    ,2/7/2020,12:01 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,42639112,0.05,15.27,0.014,0.027,4.467,2.967,0.998
1C6SRFHT8LN301145,S2    ,2/9/2020,2:52 AM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,I2,DT6M98,2020,26690867,0.05,15.52,0.034,0.076,4.411,2.852,0.969
1C6SRFHT8LN301226,S2    ,2/8/2020,10:16 PM,2/8/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,JB,DT6M98,2020,26690032,0.05,15.44,0.02,0.06,4.514,2.881,0.844
1C6SRFHT9LN274344,S2    ,2/4/2020,11:24 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42597591,0.05,15.45,0.014,0.028,4.535,2.942,0.954
1C6SRFHT9LN282346,S2    ,2/6/2020,9:55 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42631093,0.05,15.2,0.015,0.034,4.611,3.033,0.904
1C6SRFHT9LN282444,S2    ,2/5/2020,10:33 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42604389,0.04,15.45,0.015,0.031,4.491,2.967,1.038
1C6SRFHT9LN282752,S2    ,2/4/2020,10:04 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42587394,0.05,15.45,0.014,0.028,4.694,3.152,0.992
1C6SRFHT9LN284615,S2    ,2/10/2020,8:59 AM,2/10/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,G1,DT6M98,2020,26695163,0.03,15.34,0.014,0.028,4.465,2.962,0.927
1C6SRFHT9LN284694,S2    ,2/5/2020,2:50 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42599068,0.04,15.43,0.014,0.029,4.5,2.914,1.021
1C6SRFHT9LN284954,S2    ,2/5/2020,11:22 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42609396,0.05,15.23,0.015,0.026,4.604,2.989,0.922
1C6SRFHT9LN285568,S2    ,2/6/2020,10:50 PM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42600205,0.06,15.31,0.015,0.028,4.336,2.91,1.017
1C6SRFHT9LN286509,S2    ,2/4/2020,10:11 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42596866,0.04,15.34,0.014,0.026,4.577,2.967,0.809
1C6SRFHT9LN287045,S2    ,2/6/2020,7:21 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42611111,0.05,15.31,0.014,0.027,4.638,3.09,0.858
1C6SRFHT9LN287112,S2    ,2/5/2020,12:11 PM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42585802,0.05,15.46,0.015,0.029,4.556,2.94,1.096
1C6SRFHT9LN287496,S2    ,2/5/2020,6:00 AM,2/5/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,I1,DT6M98,2020,42600783,0.04,15.51,0.014,0.026,4.482,2.954,1.051
1C6SRFHT9LN287630,S2    ,2/4/2020,8:06 AM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42460337,0.05,15.31,0.016,0.029,4.632,3.042,0.966
1C6SRFHT9LN288194,S2    ,2/6/2020,6:56 AM,2/6/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42608729,0.05,15.36,0.018,0.037,4.367,2.927,0.926
1C6SRFHT9LN292780,S2    ,2/3/2020,6:57 PM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42458562,0.04,15.32,0.014,0.028,4.45,2.938,0.987
1C6SRFHT9LN293802,S2    ,2/4/2020,12:20 PM,2/4/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42591065,0.04,15.35,0.014,0.027,4.584,3.043,0.883
1C6SRFHT9LN293895,S2    ,2/4/2020,2:55 AM,2/3/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42586552,0.04,15.26,0.016,0.03,4.56,3.052,0.932
1C6SRFHT9LN294173,S2    ,2/7/2020,5:28 PM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42640706,0.04,15.44,0.015,0.028,4.403,2.929,1.048
1C6SRFHT9LN294383,S2    ,2/7/2020,6:38 AM,2/7/2020,Overall Problem,0,0,0,1,BRS1MPBO01,       -> MPBO PEDAL PUSH TEST                       @RED   ,P,KZ,DT6M98,2020,42641886,0.03,15.18,0.015,0.029,4.466,2.999,0.906
